_id,league,time,homeTeam,guestTeam,odd1,oddX,odd2,odd1X,odd12,oddX2,odd0to2,odd3plus,odd4plus
ObjectId(5f5a0a62863543710f9c0ca3),Qualification Champions League,Tue 19:00,Dynamo Kyiv,AZ Alkmaar,2.15,3.35,3.50,1.31,1.33,1.71,1.76,1.95,3.45
ObjectId(5f5a0a68863543710f9c0ca4),Qualification Champions League,Tue 20:00,PAOK,Benfica,4.70,3.50,1.80,2.01,1.30,1.19,1.80,1.90,3.30
ObjectId(5f5a0a69863543710f9c0ca5),Qualification Champions League,Tue 20:30,Gent,Rapid,1.85,3.50,4.40,1.21,1.30,1.95,1.96,1.75,2.90
ObjectId(5f5a0a69863543710f9c0ca6),Qualification Champions League,Wed 17:00,Omonia,Crvena Zvezda,4.50,3.45,1.85,1.95,1.31,1.20,1.69,2.05,3.80
ObjectId(5f5a0a69863543710f9c0ca7),Qualification Champions League,Wed 19:00,Ferencvaros,Dinamo Z.,3.35,3.35,2.20,1.68,1.33,1.33,1.80,1.90,3.30
ObjectId(5f5a0a69863543710f9c0ca8),Qualification Champions League,Wed 19:00,Maccabi T.A.,Dinamo Brest,1.60,3.80,6.00,1.13,1.26,2.33,1.85,1.85,3.15
ObjectId(5f5a0a69863543710f9c0ca9),Qualification Champions League,Wed 19:00,Qarabag,Molde,2.80,3.25,2.55,1.50,1.33,1.43,1.80,1.90,3.30
ObjectId(5f5a0a6a863543710f9c0caa),Qualification Champions League,Wed 20:30,Midtjylland,Young Boys,2.70,3.25,2.65,1.47,1.34,1.46,1.90,1.80,3.05
ObjectId(5f5a0a6a863543710f9c0cab),Qualification Europa League,Thu 19:30,Nomme,Mura,13.0,7.75,1.18,4.80,1.08,1.02,3.20,1.30,1.73
ObjectId(5f5a0a6a863543710f9c0cac),Qualification Europa League,Wed 19:00,Hammarby TFF,Lech Poznan,2.45,3.30,2.95,1.41,1.34,1.56,1.90,1.80,3.05
ObjectId(5f5a0a6a863543710f9c0cad),Qualification Europa League,17.09. Thu 17:45,Botosani,Shkendija,1.80,3.50,4.70,1.19,1.30,2.01,1.76,1.95,3.45
ObjectId(5f5a0a6b863543710f9c0cae),Qualification Europa League,17.09. Thu 18:00,Riteriai,Liberec,7.25,4.40,1.45,2.70,1.21,1.09,2.19,1.60,2.55
ObjectId(5f5a0a6b863543710f9c0caf),Qualification Europa League,17.09. Thu 19:00,Lok.Tbilisi,Dinamo Moscow,7.75,4.30,1.45,2.75,1.22,1.08,1.85,1.85,3.15
ObjectId(5f5a0a6b863543710f9c0cb0),Qualification Europa League,17.09. Thu 19:00,Sfintul,Partizan,6.50,4.30,1.50,2.55,1.22,1.11,2.11,1.65,2.70
ObjectId(5f5a0a6b863543710f9c0cb1),Qualification Europa League,17.09. Thu 20:00,Piast Gliwice,Hartberg,2.25,3.35,3.20,1.35,1.32,1.64,1.96,1.75,2.90
ObjectId(5f5a0a6b863543710f9c0cb2),Qualification Europa League,17.09. Thu 20:45,Dac Streda,Jablonec,2.20,3.35,3.35,1.33,1.33,1.68,1.76,1.95,3.45
ObjectId(5f5a0a6c863543710f9c0cb3),Qualification Europa League,17.09. Thu 21:00,Backa Topola,FCSB,4.40,3.50,1.85,1.95,1.30,1.21,1.85,1.85,3.15
ObjectId(5f5a0a6c863543710f9c0cb4),England - Premier,Sat 13:30,Fulham,Arsenal,5.80,3.90,1.60,2.33,1.25,1.13,2.03,1.70,2.75
ObjectId(5f5a0a6c863543710f9c0cb5),England - Premier,Sat 16:00,Crystal Pal.,Southampton,3.00,3.10,2.50,1.52,1.36,1.38,1.62,2.15,4.00
ObjectId(5f5a0a6c863543710f9c0cb6),England - Premier,Sat 18:30,Liverpool,Leeds,1.30,5.70,9.00,1.06,1.14,3.45,2.41,1.50,2.20
ObjectId(5f5a0a6c863543710f9c0cb7),England - Premier,Sat 21:00,West Ham,Newcastle,2.25,3.30,3.25,1.34,1.33,1.64,1.85,1.85,3.15
ObjectId(5f5a0a6d863543710f9c0cb8),England - Premier,Sun 15:00,WBA,Leicester,3.60,3.45,2.05,1.76,1.31,1.29,1.90,1.80,3.05
ObjectId(5f5a0a6d863543710f9c0cb9),England - Premier,Sun 17:30,Tottenham,Everton,1.90,3.50,4.10,1.23,1.30,1.89,1.90,1.80,3.05
ObjectId(5f5a0a6d863543710f9c0cba),England - Premier,Mon 19:00,Sheffield Utd,Wolverhampton,3.05,2.95,2.55,1.50,1.39,1.37,1.47,2.50,5.00
ObjectId(5f5a0a6d863543710f9c0cbb),England - Premier,Mon 21:15,Brighton,Chelsea,5.20,3.70,1.70,2.16,1.28,1.16,2.03,1.70,2.75
ObjectId(5f5a0a6d863543710f9c0cbc),England - Premier,19.09. Sat 13:30,Everton,WBA,1.60,4.00,5.70,1.14,1.25,2.35,2.11,1.65,2.70
ObjectId(5f5a0a6e863543710f9c0cbd),England - Premier,19.09. Sat 16:00,Leeds,Fulham,1.75,3.50,5.10,1.17,1.30,2.08,1.72,2.00,3.60
ObjectId(5f5a0a6e863543710f9c0cbe),England - Premier,19.09. Sat 18:30,Man.Utd.,Crystal Pal.,1.30,5.70,9.00,1.06,1.14,3.45,2.41,1.50,2.20
ObjectId(5f5a0a6e863543710f9c0cbf),England - Premier,19.09. Sat 21:00,Arsenal,West Ham,1.55,4.10,6.00,1.12,1.23,2.44,2.19,1.60,2.55
ObjectId(5f5a0a6e863543710f9c0cc0),England - Premier,20.09. Sun 13:00,Southampton,Tottenham,3.15,3.30,2.30,1.61,1.33,1.36,1.80,1.90,3.30
ObjectId(5f5a0a6f863543710f9c0cc1),England - Premier,20.09. Sun 15:00,Newcastle,Brighton,2.60,3.00,2.95,1.39,1.38,1.49,1.55,2.30,4.40
ObjectId(5f5a0a6f863543710f9c0cc2),England - Premier,20.09. Sun 17:30,Chelsea,Liverpool,3.25,3.45,2.20,1.67,1.31,1.34,2.11,1.65,2.70
ObjectId(5f5a0a6f863543710f9c0cc3),England - Premier,20.09. Sun 20:00,Leicester,Burnley,1.60,3.80,6.00,1.13,1.26,2.33,1.85,1.85,3.15
ObjectId(5f5a0a6f863543710f9c0cc4),England - Premier,21.09. Mon 19:00,Aston Villa,Sheffield Utd,2.70,3.10,2.75,1.44,1.36,1.46,1.69,2.05,3.80
ObjectId(5f5a0a6f863543710f9c0cc5),England - Premier,21.09. Mon 21:15,Wolverhampton,Man.City,6.50,4.30,1.50,2.55,1.22,1.11,2.19,1.60,2.55
ObjectId(5f5a0a70863543710f9c0cc6),Spain - Primera Division,Sat 16:00,Eibar,Celta,2.60,3.10,2.85,1.41,1.36,1.48,1.62,2.15,4.00
ObjectId(5f5a0a70863543710f9c0cc7),Spain - Primera Division,Sat 18:30,Granada,Ath.Bilbao,2.80,2.85,2.90,1.41,1.42,1.44,1.47,2.50,5.00
ObjectId(5f5a0a70863543710f9c0cc8),Spain - Primera Division,Sat 21:00,Cadiz,Osasuna,2.90,2.95,2.70,1.46,1.40,1.41,1.47,2.50,5.00
ObjectId(5f5a0a70863543710f9c0cc9),Spain - Primera Division,Sun 14:00,Alaves,Betis,2.75,3.10,2.70,1.46,1.36,1.44,1.69,2.05,3.80
ObjectId(5f5a0a70863543710f9c0cca),Spain - Primera Division,Sun 16:00,Valladolid,Sociedad,2.80,3.10,2.65,1.47,1.36,1.43,1.62,2.15,4.00
ObjectId(5f5a0a71863543710f9c0ccb),Spain - Primera Division,Sun 18:30,Villareal,Huesca,1.60,3.80,6.00,1.13,1.26,2.33,1.90,1.80,3.05
ObjectId(5f5a0a71863543710f9c0ccc),Spain - Primera Division,Sun 21:00,Valencia,Levante,2.05,3.45,3.60,1.29,1.31,1.76,2.03,1.70,2.75
ObjectId(5f5a0a71863543710f9c0ccd),Spain - Primera Division,18.09. Fri 21:00,Getafe,Osasuna,1.85,3.35,4.70,1.19,1.33,1.96,1.47,2.50,5.00
ObjectId(5f5a0a71863543710f9c0cce),Spain - Primera Division,19.09. Sat 16:00,Villareal,Eibar,1.60,4.00,5.70,1.14,1.25,2.35,2.11,1.65,2.70
ObjectId(5f5a0a72863543710f9c0ccf),Spain - Primera Division,19.09. Sat 21:00,Celta,Valencia,2.55,3.25,2.80,1.43,1.33,1.50,1.80,1.90,3.30
ObjectId(5f5a0a72863543710f9c0cd0),Spain - Primera Division,20.09. Sun 16:00,Huesca,Cadiz,2.25,3.00,3.60,1.29,1.38,1.64,1.47,2.50,5.00
ObjectId(5f5a0a72863543710f9c0cd1),Spain - Primera Division,20.09. Sun 18:30,Granada,Alaves,2.30,3.00,3.50,1.30,1.39,1.62,1.53,2.35,4.60
ObjectId(5f5a0a72863543710f9c0cd2),Spain - Primera Division,20.09. Sun 21:00,Sociedad,Real Madrid,4.90,3.60,1.75,2.08,1.29,1.18,2.19,1.60,2.55
ObjectId(5f5a0a72863543710f9c0cd3),Spain - Primera Division,21.09. Mon 21:00,Betis,Valladolid,1.75,3.60,4.90,1.18,1.29,2.08,1.80,1.90,3.30
ObjectId(5f5a0a73863543710f9c0cd4),Italy - Serie A,19.09. Sat 18:00,Fiorentina,Torino,1.90,3.50,4.10,1.23,1.30,1.89,1.96,1.75,2.90
ObjectId(5f5a0a73863543710f9c0cd5),Italy - Serie A,19.09. Sat 20:45,Verona,Roma,3.50,3.45,2.10,1.74,1.31,1.31,1.96,1.75,2.90
ObjectId(5f5a0a73863543710f9c0cd6),Italy - Serie A,20.09. Sun 12:30,Parma,Napoli,5.50,3.80,1.65,2.25,1.27,1.15,2.29,1.55,2.40
ObjectId(5f5a0a73863543710f9c0cd7),Italy - Serie A,20.09. Sun 15:00,Genoa,Crotone,1.90,3.50,4.10,1.23,1.30,1.89,1.90,1.80,3.05
ObjectId(5f5a0a73863543710f9c0cd8),Italy - Serie A,20.09. Sun 18:00,Sassuolo,Cagliari,1.95,3.50,3.90,1.25,1.30,1.84,2.29,1.55,2.40
ObjectId(5f5a0a74863543710f9c0cd9),Italy - Serie A,20.09. Sun 20:45,Juventus,Sampdoria,1.25,6.50,10.0,1.05,1.11,3.90,2.55,1.45,2.10
ObjectId(5f5a0a74863543710f9c0cda),Italy - Serie A,21.09. Mon 20:45,Milan,Bologna,1.55,4.10,6.00,1.12,1.23,2.44,2.29,1.55,2.40
ObjectId(5f5a0a74863543710f9c0cdb),Italy - Serie A,26.09. Sat 15:00,Torino,Atalanta,3.90,3.50,1.95,1.84,1.30,1.25,2.29,1.55,2.40
ObjectId(5f5a0a74863543710f9c0cdc),Italy - Serie A,26.09. Sat 18:00,Cagliari,Lazio,4.30,3.60,1.85,1.96,1.29,1.22,2.11,1.65,2.70
ObjectId(5f5a0a75863543710f9c0cdd),Italy - Serie A,26.09. Sat 18:00,Sampdoria,Benevento,1.95,3.50,3.90,1.25,1.30,1.84,1.90,1.80,3.05
ObjectId(5f5a0a75863543710f9c0cde),Italy - Serie A,26.09. Sat 20:45,Inter,Fiorentina,1.50,4.30,6.50,1.11,1.22,2.55,2.19,1.60,2.55
ObjectId(5f5a0a75863543710f9c0cdf),Italy - Serie A,27.09. Sun 12:30,Spezia,Sassuolo,3.20,3.40,2.25,1.65,1.32,1.35,2.03,1.70,2.75
ObjectId(5f5a0a75863543710f9c0ce0),Italy - Serie A,27.09. Sun 15:00,Napoli,Genoa,1.30,5.50,10.0,1.05,1.15,3.55,2.29,1.55,2.35
ObjectId(5f5a0a75863543710f9c0ce1),Italy - Serie A,27.09. Sun 15:00,Verona,Udinese,3.20,3.10,2.40,1.57,1.37,1.35,1.62,2.15,4.00
ObjectId(5f5a0a76863543710f9c0ce2),Italy - Serie A,27.09. Sun 18:00,Crotone,Milan,6.00,4.10,1.55,2.44,1.23,1.12,2.19,1.60,2.55
ObjectId(5f5a0a76863543710f9c0ce3),Italy - Serie A,27.09. Sun 20:45,Roma,Juventus,3.50,3.45,2.10,1.74,1.31,1.31,2.19,1.60,2.55
ObjectId(5f5a0a76863543710f9c0ce4),Italy - Serie A,28.09. Mon 20:45,Bologna,Parma,2.15,3.40,3.40,1.32,1.32,1.70,2.03,1.70,2.75
ObjectId(5f5a0a76863543710f9c0ce5),Italy - Serie A,30.09. Wed 15:00,Benevento,Inter,8.00,5.30,1.35,3.15,1.16,1.08,2.41,1.50,2.25
ObjectId(5f5a0a76863543710f9c0ce6),Italy - Serie A,30.09. Wed 15:00,Lazio,Atalanta,2.30,3.40,3.10,1.37,1.32,1.62,2.29,1.55,2.40
ObjectId(5f5a0a77863543710f9c0ce7),Italy - Serie A,30.09. Wed 15:00,Udinese,Spezia,1.60,3.80,6.00,1.13,1.26,2.33,1.90,1.80,3.05
ObjectId(5f5a0a77863543710f9c0ce8),Germany - 1. Bundesliga,18.09. Fri 20:30,Bayern,Schalke,1.15,8.50,15.0,1.01,1.07,5.40,4.00,1.20,1.53
ObjectId(5f5a0a77863543710f9c0ce9),Germany - 1. Bundesliga,19.09. Sat 15:30,Eintr.Frankfurt,Bielefeld,1.60,4.00,5.60,1.14,1.24,2.33,2.41,1.50,2.25
ObjectId(5f5a0a77863543710f9c0cea),Germany - 1. Bundesliga,19.09. Sat 15:30,Koln,Hoffenheim,2.50,3.40,2.75,1.44,1.31,1.52,2.41,1.50,2.25
ObjectId(5f5a0a77863543710f9c0ceb),Germany - 1. Bundesliga,19.09. Sat 15:30,Stuttgart,Freiburg,2.15,3.40,3.40,1.32,1.32,1.70,1.96,1.75,2.90
ObjectId(5f5a0a78863543710f9c0cec),Germany - 1. Bundesliga,19.09. Sat 15:30,Union Berlin,Augsburg,2.20,3.35,3.35,1.33,1.33,1.68,1.76,1.95,3.45
ObjectId(5f5a0a78863543710f9c0ced),Germany - 1. Bundesliga,19.09. Sat 15:30,Werder,Hertha,2.80,3.35,2.50,1.53,1.32,1.43,2.11,1.65,2.70
ObjectId(5f5a0a78863543710f9c0cee),Germany - 1. Bundesliga,19.09. Sat 18:30,Dortmund,M' gladbach,1.60,4.00,5.60,1.14,1.24,2.33,2.70,1.40,2.00
ObjectId(5f5a0a78863543710f9c0cef),Germany - 1. Bundesliga,20.09. Sun 15:30,RB Leipzig,Mainz,1.35,5.30,8.00,1.08,1.16,3.15,2.90,1.35,1.95
ObjectId(5f5a0a79863543710f9c0cf0),Germany - 1. Bundesliga,20.09. Sun 18:00,Wolfsburg,Leverkusen,2.95,3.35,2.40,1.57,1.32,1.40,2.03,1.70,2.75
ObjectId(5f5a0a79863543710f9c0cf1),Germany - 1. Bundesliga,25.09. Fri 20:30,Hertha,Eintr.Frankfurt,2.20,3.45,3.25,1.34,1.31,1.67,2.11,1.65,2.70
ObjectId(5f5a0a79863543710f9c0cf2),Germany - 1. Bundesliga,26.09. Sat 15:30,Augsburg,Dortmund,6.25,4.40,1.50,2.55,1.21,1.12,2.55,1.45,2.15
ObjectId(5f5a0a79863543710f9c0cf3),Germany - 1. Bundesliga,26.09. Sat 15:30,Bielefeld,Koln,2.90,3.40,2.40,1.57,1.31,1.41,2.19,1.60,2.55
ObjectId(5f5a0a79863543710f9c0cf4),Germany - 1. Bundesliga,26.09. Sat 15:30,Leverkusen,RB Leipzig,2.90,3.40,2.40,1.57,1.31,1.41,2.29,1.55,2.40
ObjectId(5f5a0a7a863543710f9c0cf5),Germany - 1. Bundesliga,26.09. Sat 15:30,M' gladbach,Union Berlin,1.50,4.30,6.50,1.11,1.22,2.55,2.11,1.65,2.70
ObjectId(5f5a0a7a863543710f9c0cf6),Germany - 1. Bundesliga,26.09. Sat 15:30,Mainz,Stuttgart,2.25,3.40,3.20,1.35,1.32,1.65,2.19,1.60,2.55
ObjectId(5f5a0a7a863543710f9c0cf7),Germany - 1. Bundesliga,26.09. Sat 18:30,Schalke,Werder,2.25,3.40,3.20,1.35,1.32,1.65,2.11,1.65,2.70
ObjectId(5f5a0a7a863543710f9c0cf8),Germany - 1. Bundesliga,27.09. Sun 15:30,Hoffenheim,Bayern,8.00,5.30,1.35,3.15,1.16,1.08,3.20,1.30,1.82
ObjectId(5f5a0a7a863543710f9c0cf9),Germany - 1. Bundesliga,27.09. Sun 18:00,Freiburg,Wolfsburg,3.00,3.30,2.40,1.57,1.33,1.39,1.85,1.85,3.15
ObjectId(5f5a0a7b863543710f9c0cfa),Germany - DFB Pokal,Fri 20:45,Braunschweig,Hertha,4.90,3.60,1.75,2.08,1.29,1.18,1.96,1.75,2.90
ObjectId(5f5a0a7b863543710f9c0cfb),Germany - DFB Pokal,Fri 20:45,Havelse,Mainz,16.0,9.50,1.13,5.90,1.06,-,3.55,1.25,1.68
ObjectId(5f5a0a7b863543710f9c0cfc),Germany - DFB Pokal,Sat 15:30,Altglienicke,Koln,15.0,8.50,1.15,5.40,1.07,-,3.20,1.30,1.73
ObjectId(5f5a0a7b863543710f9c0cfd),Germany - DFB Pokal,Sat 15:30,Eintracht Celle,Augsburg,45.0,20.0,1.02,13.8,-,-,5.80,1.10,1.30
ObjectId(5f5a0a7b863543710f9c0cfe),Germany - DFB Pokal,Sat 15:30,Engers,Bochum,40.0,18.0,1.03,12.4,-,-,4.00,1.20,-
ObjectId(5f5a0a7c863543710f9c0cff),Germany - DFB Pokal,Sat 15:30,Furstenwalde,Wolfsburg,40.0,18.0,1.03,12.4,-,-,4.70,1.15,-
ObjectId(5f5a0a7c863543710f9c0d00),Germany - DFB Pokal,Sat 15:30,Meinerzhagen,Greuther Furth,16.0,9.50,1.13,5.90,1.06,-,3.55,1.25,1.68
ObjectId(5f5a0a7c863543710f9c0d01),Germany - DFB Pokal,Sat 15:30,Munchen 1860,Eintr.Frankfurt,6.00,4.20,1.55,2.47,1.23,1.13,2.55,1.45,2.15
ObjectId(5f5a0a7c863543710f9c0d02),Germany - DFB Pokal,Sat 15:30,Nurnberg,RB Leipzig,7.75,5.00,1.38,3.00,1.17,1.08,2.55,1.45,2.15
ObjectId(5f5a0a7d863543710f9c0d03),Germany - DFB Pokal,Sat 15:30,Oberneuland,M' gladbach,50.0,30.0,1.02,18.7,-,-,5.80,1.10,1.30
ObjectId(5f5a0a7d863543710f9c0d04),Germany - DFB Pokal,Sat 15:30,Todesfelde,Osnabruck,15.0,7.25,1.18,4.80,1.09,-,2.41,1.50,2.20
ObjectId(5f5a0a7d863543710f9c0d05),Germany - DFB Pokal,Sat 18:30,Ingolstadt,Fortuna Dusseldorf,3.00,3.30,2.40,1.57,1.33,1.39,1.90,1.80,3.05
ObjectId(5f5a0a7d863543710f9c0d06),Germany - DFB Pokal,Sat 18:30,Karlsruher,Union Berlin,3.60,3.45,2.05,1.76,1.31,1.29,1.96,1.75,2.90
ObjectId(5f5a0a7d863543710f9c0d07),Germany - DFB Pokal,Sat 18:30,Ulm,Erzgebirge Aue,3.90,3.50,1.95,1.84,1.30,1.25,1.96,1.75,2.90
ObjectId(5f5a0a7e863543710f9c0d08),Germany - DFB Pokal,Sat 20:45,CZ Jena,Werder,8.50,5.40,1.33,3.30,1.15,1.07,2.55,1.45,2.15
ObjectId(5f5a0a7e863543710f9c0d09),Germany - DFB Pokal,Sun 15:30,Chemnitz,Hoffenheim,19.0,11.0,1.10,6.90,1.04,-,2.90,1.35,1.90
ObjectId(5f5a0a7e863543710f9c0d0a),Germany - DFB Pokal,Sun 15:30,Elversberg,St.Pauli,4.10,3.50,1.90,1.89,1.30,1.23,2.11,1.65,2.70
ObjectId(5f5a0a7e863543710f9c0d0b),Germany - DFB Pokal,Sun 15:30,Hansa,Stuttgart,4.60,3.60,1.80,2.02,1.29,1.20,2.03,1.70,2.75
